,news_url,title,no_of_retweets,label
80,cnn.com,Australian Prime Minister Tony Abbott addressing incident in Sydney. Watch live on CNNgo. http://t.co/HAhU3MDTUj,332,0
81,ABCNews.com,"JUST IN: US Consulate in Sydney issues emergency message to US citizens to ""maintain a high level of vigilance"" due to hostage situation.",365,0
82,seekersguidance.org,My fellow Australians. Let's stand together against the #sydneysiege as well as the hatred against innocent Muslim #Australians.,146,0
83,7news.com.au/melbourne,"""Australia is a peaceful, open, generous society and nothing should change that"" - PM Tony Abbott on hostage situation at Sydney cafe #7News",106,0
84,ABCNews.com,Australian PM Abbott: Motivation of perpetrator in Sydney hostage situation is not yet known - @9NewsAUS http://t.co/SI01B997xf,180,0
85,theaustralian.com.au,PM Abbott: Our thoughts and prayers must above all go out to the individuals that are caught up in this. #SydneySiege,140,0
86,abc.net.au/news,WH now confirming with me President Obama HAS been briefed on #sydneysiege by Homeland Security and Counterterrorism chief Lisa Monaco,257,0
87,bbc.co.uk/news,"""We don't know motivation of #sydneysiege perpetrators yet"" - Australian leader Tony Abbott http://t.co/z9JrtJ2IN3",351,0
88,bbc.co.uk/news,Australia's leader Tony Abbott addresses #sydneysiege; no questions from the media taken http://t.co/z9JrtJ2IN3 http://t.co/jgNI6ey7CJ,398,0
89,abc.net.au/news,Follow all of the latest updates on #sydneysiege on our #live blog http://t.co/7NdqPYhwcY http://t.co/hUbJsVwJOn,123,0
90,teneyewitnessnews.com.au,Here's a transcript of the Prime Minister's press conference on #SydneySiege #MartinPlaceSiege http://t.co/UjX25PbCg8,123,0
91,realschools.com.au,Thoughts also with the Muslim community whose name and religion has again been hijacked against their will. #sydneysiege #notintheirname,611,0
92,ask.fm/DerUpDater,"The fact that I see ""thank god 5sos and 1d aren't in Sydney"" pisses me off even more. Stop being ignorant and disrespectful.",107,0
93,yahoo7.com.au/tv,On the #sydneysiege: all our people are safe &amp; accounted for after our Martin Place studios were evacuated. Our thoughts with all involved.,146,0
94,abc.net.au/sydney,The crowd and media at Martin Place. Photo by @John__Donegan #MartinPlaceSiege #sydneysiege http://t.co/ecyxkiReTD,107,0
95,asrc.org.au,"I stand in solidarity with Muslim Australians &amp; condemn anyone who uses this as an excuse for Islamaphobia. 

#sydneysiege #MartinPlace",234,0
96,bbc.com/news/world/aus…,Who are Australia's radicalised Muslims? http://t.co/OJwV3U8EqL #sydneysiege #MartinPlaceSiege #Lindt http://t.co/dUM7BM0GPu,257,0
97,ABCNews.com,"JUST IN: White House official: Pres. Obama briefed on hostage situation in Sydney, Australia - @c_good http://t.co/PD7pVfU9pQ",187,0
98,bbc.com/news,Australian PM Tony Abbott says it is unclear if #sydneysiege is politically motivated http://t.co/ejBnff6KdW http://t.co/N2VAkBcaqE,269,0
99,anggos.com.au,"#sydneysiege We sit in the reality of grief, shock and unknowing. For this moment that is enough. http://t.co/bnUK0ZFvJt",134,0
100,amroali.com,"The #SydneySiege perpetrators target all citizens, irrespective of their faith. So please cut it out with the anti-Muslim bigotry on Twitter",100,0
101,andrewbogut.com,"Man what on Earth is going on in Sydney. Despicable. Life in prison no parole for the idiots responsible, set a hard line, no tolerance.",165,0
102,abcnews.com/wnt,"US Consulate in Sydney issues emergency message to US citizens to ""maintain a high level of vigilance"" due to hostage situation - @ABC",130,0
103,chainsawthismfer.com,"Why are ppl tap dancing around what is LIKELY happening in Sydney? Are we worried we may offend a terrorist? 

Prayers. #SydneySiege",213,0
104,bbc.com/news/world/aus…,"WATCH: ""#SydneySiege a very disturbing incident"" - Australian leader @TonyAbbottMHR http://t.co/UzZQLQbDvt http://t.co/HMYypWuKA9",157,0
105,7News.com.au/Melbourne,NSW Transport Management has just told Seven News everyone in CBD of Sydney should now leave if they're able.,123,0
106,PzFeed.com,Thoughts and prayers for a peaceful resolution to the current situation in Sydney. #sydneysiege,166,0
107,canihaveyourstuff.com,Number of hostages taken by the Amish today: Zero. &lt;--This is what a religion of peace looks like. #sydneysiege,131,0
108,bbc.com/news/world/aus…,Images of the #SydneySiege http://t.co/dx5yyCVc9K http://t.co/wRpCfYU3sy,566,0
109,abc.net.au/radionational,"To various media people - if you don't know something, say so. Speculation fills airtime but doesn't serve your audience. #sydneysiege",128,0
110,aljazeera.com,Sydney siege ongoing; PM says unclear if politically motivated. Our latest update http://t.co/CxIEFULgYv #sydneysiege http://t.co/VQknQJlgLT,274,0
111,mariamveiszadeh.com,"In times of crisis, we must remind ourselves that we are all part of #TeamHumanity

#sydneysiege",394,0
112,ABCNews.com,"NSW police commissioner: Suspect holding ""undisclosed"" number of hostages in Sydney; situation contained - @9NewsAUS http://t.co/2hoFvCo4k4",110,0
113,bbc.co.uk/news,"""No contact with #SydneySiege armed offender at this stage"": @nswpolice http://t.co/z9JrtJ2IN3 http://t.co/v0ipmuacMP",424,0
114,bbc.com/news/world/aus…,"LIVE: ""People panicking; told to stay indoors when everyone wants to return home"" http://t.co/HakhsRG4R6 #sydneysiege http://t.co/9KHn2Lbt3E",262,0
115,instagram.com/jamesphelps_pi…,Just seen the scenes from Sydney. Tho gets with the people &amp;  their families of those inside the cafe at the moment.,125,0
116,smosh.com,Best wishes to the peeps in Sydney. D:,422,0
117,mikebaird.com.au,"We are being tested today in Sydney. But whatever the test, we will face it head-on. And we will remain a strong, democratic, civil society.",397,0
118,youtube.com/user/sarachris…,"Infographic of the flag being shown in Martin Place, as compared to flags used by IS &amp; others. Via @smh #sydneysiege http://t.co/QuL9aWeKpg",107,0
119,whosay.com/evalongoria,Praying for the hostages in Sydney. Please let this end safely.,572,0
120,maajidnawaz.com,"Idiots tagging me,blaming ""Australian foreign policy"" for #sydneysiege WTF has Lindt chocolate got to do with anything? No excuse for terror",122,0
121,narendramodi.in,The incident in Sydney is disturbing. Such acts are inhuman &amp; deeply unfortunate. I pray for everyone's safety.,2832,0
122,godlessutopia.com,Only the soldiers of Islam have the guts to bravely face women armed with coffee mugs.  #sydneysiege  #SydneyHostageCrisis,249,0
123,ABCNews.com,"Sydney hostage situation.

LIVE VIDEO: http://t.co/JRybQXm28D - via @9NewsAUS

UPDATES: http://t.co/WG6ulBWWGf http://t.co/z4jNu8qYeH",157,0
124,hillsongNYC.com,Join us in praying for Sydney right now and the safety of those involved in the current situation. Pray for peace. #PrayForSydney,126,0
125,CNN.com,Just in: U.S. Consulate near the scene in Sydney has accounted for all of its personnel: http://t.co/0h2F8SVCS2 @CNN http://t.co/UUiuFBi01A,203,0
126,plugsnation.tumblr.com,"The silence you hear is 1,500,000,000 Muslims not renouncing this terror attack. 

#sydneysiege",554,0
127,atomiktiger.blogspot.com,"So the flag didn't tip you off?
Australian police: ""We have not confirmed this is terror-related event"" #sydneysiege http://t.co/MYQN1pYvfD",247,0
128,lonilove.com,thoughts with the hostages and their families. prayers for a peaceful ending. #sydneysiege,103,0
129,smh.com.au,"A map of the #SydneySiege location at Martin Place in Sydney's CBD, and some of the surrounding prominent buildings. http://t.co/KMpXEBLqne",143,0
130,teamcvoter.com,"Btw, how come no ""professionally"" secular voice has blamed RSS for the Sydney terror plot so far? Is Lutyens zone waking up late today??",167,0
131,dennisdoescricket.com,"If you are ignorant, this is the most important thing you will see today.

#sydneysiege http://t.co/x1kEe8RBkq",363,0
132,marianne.com,"Dear God,
Please protect and bless
The hostages in Sydney.
Pour forth Your Light
And work a miracle. 
May sanity... http://t.co/vOf3Btp9jJ",112,0
133,RT.com,#SYDNEYSIEGE: Crowd gathers at police cordon in anticipation of news on hostage situation  http://t.co/2zFjvlPC1n http://t.co/YW5zGPMEWS,139,0
134,conflict-news.com,"Sadly, this needs to be pointed out with the  amount of Islamophobia that is currently being posted. #sydneysiege http://t.co/zLFyKHOKG1",1732,0
135,tl.gd/n_1rqr7lq,"My thoughts are with the hostages, their families and everyone in Sydney right now.",145,0
136,bbc.co.uk/news,"UK Foreign Office in London: ""We are aware of #sydneysiege in #MartinPlace and are in touch with authorities"" http://t.co/f0ruawwHLN",104,0
137,tarekmasoud.com,"Praying for the hostages, and praying for my religion to one day be free of those who think that Allah demands killing. #sydneysiege #islam",575,0
138,jessradio.wordpress.com,You gotta admire the ability of Daily Tele editors to resist fads like fact-checking #sydneysiege,162,0
139,buzzfeed.com/markdistefano,"Things getting ugly... A racist bloke yelling at rest of the crowd, ""Muhammed is a pedophile, rapist"" #sydneysiege http://t.co/q2TPg0In5Q",265,0
140,abc.net.au/news,"An argument breaks out in crowd watching #sydneysiege after one man goes on anti-Islamic rant. He's told ""Muslims are welcome here mate!""",569,0
141,bbc.co.uk/news,Lindt Chocolate Cafe Australia issues #sydneysiege statement on Facebook: http://t.co/1YFI7UGv0W http://t.co/tyytSBUjtk,856,0
142,mumbrella.com.au,"Daily Telegraph #sydneysiege front page with comment piece ""The instant we changed forever"" http://t.co/pJTrm3QzZP http://t.co/VgNa7BqO7U",137,0
143,buzzfeed.com/markdistefano,The crowd is full of mouthy young men and old crazy racists. Many have travelled here. Really bringing worst out of Sydney #sydneysiege,346,0
144,ChakerKhazaal.com,Heartfelt thoughts with the hostages of the #SydneySiege &amp; their families.,335,0
145,7news.com.au/melbourne,"Grand Mufti Prof. Ibrahim Abu Mohamed has condemned the siege in Sydney as a ""criminal act"" denounced by Islam #7News http://t.co/qlc374dICq",112,0
146,smh.com.au,The Lindt cafe has issued a short statement on the Martin Place siege on Facebook. #SydneySiege http://t.co/N5XjcfGQsi,126,0
147,buzzfeed.com/markdistefano,Two young guys have arrived and are swigging from bottles of white wine. This is a hostage situation #sydneysiege http://t.co/nwGAIcqt3S,324,0
148,DailyMail.com.au,#SydneySiege gunman ‘has improvised explosive device’ http://t.co/lUR4hFiJJT,104,0
149,mycolleaguesareidiots.com,"Meanwhile, in the Sydney CBD extremist lunatics hellbent on the destruction of modern Australia released a 2pm edition of their newspaper.",209,0
150,denhamstuartsadler.wordpress.com,"""Police urge the media to be responsible in their reporting"", so the Daily Tele produced this. #SydneySiege http://t.co/AqlHDXUXAF",166,0
151,youtube.com/troye,"Just really, really want this #sydneysiege to be over. Those poor people 😓",6563,0
152,bbc.co.uk/news,The Grand Mufti of Australia issues a statement condemning the #sydneysiege http://t.co/9hhrKvaej5 http://t.co/eUKmoWbZUs,813,0
153,english.alarabiya.net,BREAKING: Australian National Imams Council condemns Sydney siege http://t.co/qFdU4gHjAE,111,0
154,roosterteeth.com,Australia is home to some of the greatest people I know. My heart goes out to everyone affected by today’s crisis in Sydney.,286,0
155,bbc.com/news,Follow @BBCNewsAus and our LIVE page for more updates on #sydneysiege http://t.co/HF9YspoYHL #Lindt http://t.co/IfCERWGP2C,184,0
156,theaustralian.com.au,The #SydneySiege has now been going for six hours. http://t.co/5yDIw5xAGl http://t.co/RcxxfJncRs,186,0
157,bbc.com/news,'Scared for those inside' - The BBC speaks to eyewitnesses near #sydneysiege on #MartinPlace http://t.co/81F8lOM3WH http://t.co/oFEbumwzdc,180,0
158,buzzfeed.com/markdistefano,The punters are back taking selfies 100m from the Lindt Cafe #sydneysiege http://t.co/JoAa9JO0Ep,516,0
159,time.com,Central Sydney is in lockdown amid a developing hostage crisis http://t.co/8P5yGkL0QA,123,0
160,instagram.com/arlinabanana,This is well written and comforting as well. #sydneysiege #SydneyHostageCrisis http://t.co/mdJvf6NEdf,174,0
161,SouthCentralLosAngeles.edu,Australia has a long history of terrorism (the use of violence in the pursuit of political aims).... #SydneySiege http://t.co/dmDZizdeTD,139,0
162,doingsomethinggood.com.au,"""Keep Calm And Don’t Speculate: How To Be Helpful On Social Media Today"" http://t.co/es8yFnGjZR #sydneysiege http://t.co/KQMPW1JerY",164,0
163,maxblumenthal.com,Why the hashtag #SydneySiege? There are a few places in the world that are actually under siege. Sydney is not one of them.,301,0
164,benjaminthomasjones.com,Please do not use today as an excuse to be racist and bigoted. Ignoring the Telegraph would be a good start. #sydneysiege #auspol,126,0
165,TameraMowry.Com,Praying for the people of Sydney #sydneysiege  All we need is peace in this world. Sheesh.,298,0
166,mumbrella.com.au,"Press Council confirms ""at least one"" complaint against Daily Telegraph #sydneysiege special http://t.co/sHUmAo0ag1 http://t.co/btzeuj3k0m",137,0
167,ontheroadagain1d.com,"Lots of love and prayers for Sydney, I hope everyone's okay😳

#MTVStars One Direction http://t.co/huOYLZxWXi",250,0
168,mea.gov.in,In case of queries about Indian nationals following  events in Sydney contact Dr Viond Bahade Dy Consul General at phone +61 481 453550,124,0
169,facebook.com/CaitiWard,"If you're following the situation in Sydney, I beg that you read this article. Skim it, even. So long as you see it. http://t.co/jy0xmKaRST",194,0
170,bonfantegroup.com,Because narcissism doesn't take a break @mkarolian These people are taking selfies on scene of the #sydneysiege http://t.co/7Zbkojftye,107,0
171,mea.gov.in,In case of queries about Indian nationals following  events in Sydney contact Dr Vinod Bahade Dy Consul General at phone +61 481 453550,155,0
172,mariamveiszadeh.com,"Religious symbols are being hijacked once again by those who wish to further their own political agendas.

#sydneysiege",268,0
173,bbc.com/news/world/aus…,LIVE: Sydney Opera House cancels performances in light of #sydneysiege events http://t.co/IKfAR0Z7HL http://t.co/jbL5Ngauvp,148,0
174,DailyMail.com.au,"Mother gets heartbreaking text from son: ‘'Mum, I'm in the cafe. I'm OK, can't talk' http://t.co/Zc5a87cejI #SydneySiege",107,0
175,reviewsundertheinfluence.com,This is so gross (via @LetishaWillocks) #sydneysiege http://t.co/OKSHhaZbLV,154,0
176,mumbrella.com.au,"Press Council confirms it has received complaints about Telegraph's ""Death Cult"" #sydneysiege afternoon front page http://t.co/WI4NrNtBcm",206,0
177,theprojecttv.com.au,If you're taking selfies in #MartinPlace at the site of the #sydneysiege then... I... just... just don't.,188,0
178,taxifilm.tv,Can we add Daily Telegraph to suspected terror cells within Aus? Their 2pm edition did more damage than any gunman ever could #sydneysiege,129,0
179,about.me/bill.madden,"To people taking selfies at #SydneySiege, When you return home, look at your selfie &amp; see what an unconscious, blithering idiot looks like.",108,0
180,woogsworld.com,Massive respect to @nswpolice today. Their professionalism and calmness under such circumstances is amazing. #sydneysiege,186,0
181,anakazman.blogspot.com,The #SydneySiege only works to sabotage the message Islam.,108,0
182,imdb.com/name/nm3101039/,The media need to take a step back and realize this is people's lives not a Kardashian wedding. Facts not fabrications. #sydneysiege,105,0
183,asrc.org.au,"#ISIS is to #Islam what the Westboro Baptist Church is to #Christianity:

An abomination. 

#siege #sydneysiege #MartinPlace #Lindt #Islamic",132,0
184,theprojecttv.com.au,"As the @nswpolice have asked: if you're in the Sydney CBD just to check out the #SydneySiege at #MartinPlace, you should go home.",140,0
185,en.wikipedia.org/wiki/Lists_of_…,"""You never see non-Muslims do things like this.""
#SydneySiege http://t.co/nPxTMBmK11",240,0
186,skynews.com,"Australia's PM says there are ""some indications"" the Sydney siege may be politically motivated http://t.co/SrvjjO6WdJ http://t.co/mTO7hsgk3x",164,0
187,digitaljesus.wordpress.com,"Dear Ozzie media (and CNN), what the f*** is 'Islamic writing'? That's Arabic. No one calls Comic Sans 'Christianist writing'. #sydneysiege",221,0
188,plugsnation.tumblr.com,"A radical Muslim wants to chop off your head.

A moderate Muslim wants a radical Muslim to chop off your head.

#sydneysiege",111,0
189,mic.com/profiles/33013…,"Call it extremism. Call it hatred. But don't call it ""Islam"". Don't slander a beautiful faith. And I say that as a Christian. #sydneysiege",2137,0
190,news.com.au,Their faces say it all. #Sydneysiege continues more&gt;http://t.co/6EAaEKw4n9 http://t.co/NkzVcf9mxv,150,0
191,phpsouthafrica.com,"Sadly, this needs to be pointed out with the  amount of Islamophobia that is currently being posted. #sydneysiege http://t.co/bEEhIg9NnM”",115,0
192,janes.ihs.com,"What the hell is wrong with people?

""Taking selfies 100m from the Lindt Cafe #sydneysiege http://t.co/R7mNZCeSOD""",113,0
193,theguardian.com,"The AFP have said the hostage taker is monitoring social media, according to Guardian Australia sources. #sydneysiege",175,0
194,asrc.org.au,"If this man was a Christian we would be focusing on his mental health not his religion. 

Why not now?

#sydneysiege #MartinPlace #Islamic",299,0
195,pradiip.com,Islam is a non-violent religion. Don't let a few extremists or the media fool you. #SydneySiege http://t.co/kamsNsPYLM,404,0
196,YouTube.com/Redfoo,My heart goes out to all involved. Stay strong and be safe Sydney!  #sydneysiege,200,0
197,ap.org,VIDEO: Hostages flee from Sydney cafe: http://t.co/fJpal8WRo7,111,0
198,PzFeed.com,"SYDNEY ATTACK LATEST:
- 8th hour
- 5 people escaped

GUNMAN DEMANDS:
- Speak to PM
- ISIS flag

Claims he has 2 bombs with him and 2 in city",244,0
199,ivivekbansal.blogspot.in,So #sydneysiege is just the beginning. Terrorist sympathetic group is running campaign in support of Mehdi Masroor. http://t.co/BYCVm2DYzC,290,0
200,teneyewitnessnews.com.au,PM Tony Abbott has just provided an update on #SydneySiege. Here's the transcript: http://t.co/AxXP3md4KT,102,0
201,MediaCrooks.Com,"If our morons from @Timesnow @ndtv @Headlinestoday @ibnlive were in Aus.. they'd hv screamed ""9 hours &amp; Modi has done nothing"" #SydneySiege",205,0
202,conservatives.com,I was briefed overnight on the siege in Sydney. It's deeply concerning and my thoughts are with all those caught up in it.,705,0
203,plugsnation.tumblr.com,"You say not all Muslims are monsters. Imagine a bowl of M&amp;Ms. 10% are poisoned. Would you eat a handful?
#sydneysiege http://t.co/j7UaLDHCIe",467,0
204,7news.com.au,"Police have allowed me back into Martin Place newsroom - gunman is clear - white shirt, black cap, unshaven, holds poss pump action shotgun",484,0
205,bbc.co.uk/programmes/p01…,LIVE: Updates on #SydneySiege via BBC http://t.co/uaz8P27xME http://t.co/oIKC3ZWxKL,121,0
206,matt-tarrant.com,"This is not a religious or a racial issue, it's an insane individual making insane actions. Dont group good people with the bad #sydneysiege",750,0
207,wsj.com,"Tony Abbott: ""We are a free, open and generous people and today we have responded to this in character."" http://t.co/qSkztZHuUR #SydneySiege",104,0
208,bbc.com/news,"""Profoundly shocking"" -Australia PM Tony Abbott delivers second  #sydneysiege statement. MORE: http://t.co/VaKt3ZpRZR http://t.co/I9VOzKLcET",281,0
209,newsroompost.com,"Sydney seige: Indian Consulate evacuated, staff safe

http://t.co/Uyx0qvis2Z http://t.co/2JsKxSVODX",143,0
210,mikebaird.com.au,Have just spoken with leaders of Sydney's valued Islamic community. Appreciated their support and reassured them we're in this together.,528,0
211,7news.com.au,"From inside Martin Place newsroom we can see gunman is rotating hostages, forcing them to stand against windows, sometimes 2 hours at a time",475,0
212,bbc.co.uk/5live,.@BuzzFeed reporter describes the scene outside Lindt cafe in #sydneysiege http://t.co/I77DhOqta5,852,0
213,RT.com,"#SYDNEY: Gunman tall man in late 40s, dressed in black – eyewitness http://t.co/m51P8dUPhB #SydneySiege http://t.co/NvJzFsGrFN",127,0
214,facebook.com/9News,UPDATE: The Australian Grand Mufti has strongly condemned the actions of the lone gunman in #SydneySiege. #9News http://t.co/9lSZ6cTqOV,179,0
215,smh.com.au,Police have asked media outlets not to reveal the demands the hostage taker has made. #SydneySiege,333,0
216,gov.uk/number10,PM: I was briefed overnight on the siege in Sydney. Deeply concerning and my thoughts are with all those caught up in it.,253,0
217,atangledweb.org,"BBC ideal headline
""Devout Muslim trapped by coffee extremists in Sydney""
#dhimmis",171,0
218,youtube.com/SyrianGirlpart…,"Today the threat of terrorism is higher than it was 3 yrs ago, a result of support for terror by the US #sydneysiege http://t.co/gl6voSnJ3x",111,0
219,cnn.com/international,“Very surreal” scenes as Sydney's CBD becomes a ghost town in the wake of the #sydneysiege http://t.co/a2vgrn30Xh http://t.co/zSC9R29QZ8,603,0
220,mariamveiszadeh.com,"Media Release:

Mosques, synagogues and churches open tonight to pray for Sydney hostages and national unity.

http://t.co/zBKO5k2uEA",147,0
221,twitter.com/justinbieber/s…,who takes a selfie in the middle of a hostage siege ? well these idiots do #sydneysiege http://t.co/P78TvrRIfh,318,0
222,theguardian.com,Police have specifically requested media outlets not report the contents of the conversations with hostages. #sydneysiege,118,0
223,ABCNews.com,"Hostage situation ongoing in Sydney business district.

LIVE: http://t.co/j1ljDbazOw
UPDATES: http://t.co/PD7pVfU9pQ http://t.co/Q3ECKnYfPV",210,0
224,bbc.com/news/world/aus…,Subscribe to our #sydneysiege Twitter list for more updates: http://t.co/3eg2WK3wxu http://t.co/QhRxcGQNbM,168,0
225,aussierapwillneverdie.com,"this photo speaks a thousand words, praying for all people being held hostage #sydneysiege #SydneyHostageCrisis http://t.co/Pk3wwqd8FS",204,0
226,au.prime7.yahoo.com/v1/home,The moment the #sydneysiege started. Seems so long ago. Praying it ends soon. http://t.co/WcLvv7cOuL,127,0
227,facebook.com/m.velu,"Call it extremism. Call it stupidity. But don't call it ""Islam"". Don't slander a beautiful faith. And I say that as an Hindu. #sydneysiege",128,0
228,ask.fm/strxwberrynixl…,"PRAYING FOR SYDNEY AND THE REST OF THE WORLD RN... EVERYONE PLS BE SAFE  💕 

#sydneysiege
#MTVStars One Direction http://t.co/c8YmaX9YI5",448,0
229,milesburke.com.au,"Please remember that it's an individual causing the #sydneysiege not a faith or race. They speak for themselves, nobody else.",791,0
230,asrc.org.au,"Odds are if your hating on #Muslims b/c of #MartinPlace #sydneysiege you were already bigoted douchebag.  

Now just add ""opportunistic"" one",105,0
231,richarddawkins.net,"Sydney kidnap black flag: ""There is no God but Allah , , ,"" Clear evidence, if evidence were needed, that religion is not involved.",912,0
232,facebook.com/smallzyofficial,I just pray for a peaceful safe resolution for all involved in Sydney tonight.,399,0
233,themaddenbrothers.com,Sending my thoughts and prayers to everyone in Sydney,609,0
234,mathewlowry.tumblr.com,"That's the Sydney I recognise. RT @MichaelJames_TV: This, this is what good people do. #sydneyseige #MartinPlace http://t.co/rOgrMoOtXv",147,0
235,zohaibnawaz.com,The media need to take a step back and realize this is people's lives not a Kardashian wedding.  #sydneysiege,102,0
236,twitter.com,"Breaking News - no new development on #sydneysiege. 
We go live to the scene.
Reporter, what can you tell us?
Nothing.

More soon.",100,0
237,lowyinstitute.org,"If terrorism thrives on publicity, then the media has mostly played to script @Rory_Medcalf writes: http://t.co/eY2VcrnOJK #sydneysiege",119,0
238,artofliving.org,The biggest challenge now is to insulate our youth from the influence of the IS. #sydneysiege,896,0
239,weneedtolivemore.com,"All my thoughts are with Sydney right now. Scary, sad, day.",109,0
240,facebook.com/9News,UPDATE: A woman who managed to scramble from the #SydneySiege appears understandably to be still in shock. #9News http://t.co/4M0q6XtY2o,100,0
241,DailyMail.com.au,Shameful tourists take selfies at scene of #SydneySiege http://t.co/k84Z2MRll2 http://t.co/FQFV6pmkKK,736,0
242,smh.com.au,Separating fact from fiction on the #SydneySiege. Here's what we do and don't know http://t.co/Uhjh5CZe7u,127,0
243,news.com.au,Every Australian should be very proud of their police force today. #sydneysiege http://t.co/U4oQlEC3dL,1090,0
244,zanrowe.com,"Disgusted by any media coverage of the #SydneySiege? Protest it by not clicking, not buying, not engaging with irresponsible journalism.",419,0
245,bbc.co.uk/today,"BBC's Frank Gardner on #SydneySiege: ""This is not a sophisticated siege...the gunman has got the wrong [Islamic] flag"" #r4today",201,0
246,bbc.com/news/world/aus…,.@nswpolice will not confirm how many #sydneysiege hostages left in #lindtcafe http://t.co/YYXZGAVclP http://t.co/VQcRsQfkKb,173,0
247,tommyrobinson.co.uk,"Only to a bleating liberal is this situation in Sydney ""unexpected"" to those of us who understand the ideology behind it, we expect it daily",129,0
248,abc.net.au/news/,"Mosques, synagogues and churches are inviting the public to pray for Sydney hostages tonight.#sydneysiege",157,0
249,ten.com.au/news,"#NSW police have asked us, and others, not to broadcast demands from the #lindtcafe gunman. We will comply. I will have more to say at 7.30",142,0
250,dontreadthedailymail.co.uk,#SYDNEYSIEGE: American readers weigh in with their messages of support. http://t.co/cOmyiucT5B,569,0
251,theprojecttv.com.au,"The #sydneysiege is terrifying. But attacking and abusing Muslims is EXACTLY what ISIS wants. We need to pull together, not apart.",390,0
252,amazon.co.uk/Its-All-News-J…,To the tourists taking selfies outside the #SydneySiege - how would you like to be in that café? http://t.co/Cc5bOysMjg,698,0
253,asrc.org.au,"Media Guide to Crime

Aboriginal = it's cultural

Muslim = it's terrorism

Christian = it's mental illness

#sydneysiege #MartinPlace #siege",134,0
254,tonightaliveofficial.com,Terrifying news of the #sydneysiege back home. Thinking of our country and it's people.,354,0
255,blogs.news.com.au/dailytelegraph…,Deeply proud of our cops and community leaders today and deeply concerned for those still inside. Our prayers are with you. #sydneysiege,158,0
256,youtube.com/MarcusButler,I hope everyone is okay in Sydney and nothing bad happens from this hostage situation,1966,0
257,skynews.com,What do we know so far about the #sydneysiege? Here's everything you need to know: http://t.co/WWy0nebqYI http://t.co/XjTxX30Lmw,164,0
258,7news.com.au,"When the 5 hostages escaped, the gunman could be seen from here getting extremely agitated, shouting at remaining hostages",720,0
259,au.news.yahoo.com,Australian Muslim community releases statement in response to #sydneysiege. http://t.co/r6UMUVGxHV,108,0
260,7news.com.au/sydney,Australian Muslim community releases statement in response to #sydneysiege. http://t.co/KE9UFxdXuD,329,0
261,yahoo7.com.au/queensland,Australian Muslim community releases statement in response to #sydneysiege. http://t.co/VJofHybEUi,228,0
262,teneyewitnessnews.com.au,About 50 Australian Muslim groups issue statement condemning #SydneySiege http://t.co/ilkAQzvNJ2,280,0
263,skynews.com,"#sydneysiege gunman was reportedly ""extremely agitated"", shouting as some hostages escaped. http://t.co/R2a17pDaN8 http://t.co/7G01BcQUPL",121,0
264,denhamstuartsadler.wordpress.com,It's things like #IllRideWithYou that keep us from completely losing our faith in humanity. #SydneySiege,107,0
265,yahoo7.com.au/sunrise,The #illridewithyou movement is the best possible response to hatred and racism. I love you Sydney #Sydneycafeseige,441,0
266,skynews.com,.@MarkWBurrows says the #sydneysiege gunman is reportedly well-known to both police and the media. http://t.co/gifoGN0mGm,226,0
267,instagram.com/rodenv,#IllRideWithYou: where people offer to accompany people who fear for their safety on their train/bus trip home gives me hope. #SydneySiege,238,0
268,facebook.com/HenryLeggPhoto…,"A crazy world we live in. A hostage crisis metres away &amp; peoples' 1st thought is ""let's take a selfie"" #sydneysiege http://t.co/leViTv30En",110,0
269,dailyo.in/opinion/let-pa…,#Sydneysiege authorities request media to show restraint. not give out details of even gunman's demands or operations (worth emulating),157,0
270,valuesandframes.org,I'm so happy to see Sydney-siders saying #illridewithyou to Muslim people who fear abuse on public transport following #sydneysiege,244,0
271,thejanoskians.com.au,Prayers go out to the hostages in Sydney❤️,331,0
272,HDLindia.Org,Every non-muslim in the world must watch this video https://t.co/sZdyhISoVh &amp; show it every other non-muslim! #sydneysiege,105,0
273,digitallydownloaded.net,Americans saying this would have never happened if citizens had guns: you morons. Guess how many school shootings we have? #SYDNEYSIEGE,197,0
274,channelnewsasia.com,The Australian Muslim community releases a statement with regard to #Sydneysiege http://t.co/TBSBYzD1xd http://t.co/HgHhpuvsWk,139,0
275,news.com.au,Australians unites against #racism with #illridewithyou following #sydneysiege http://t.co/XTEWFBu7k3 http://t.co/uafLUq7MvF,1687,0
276,mic.com/profiles/33013…,I love reading the #illridewithyou tweets from Australians in response to anti-Muslim hatred in the midst of #sydneysiege. Lovely humanity.,409,0
277,CNN.com/EarlyStart,.@amcoren's report on what we know right now about the #sydneysiege: http://t.co/lkXAAgN5Rg,201,0
278,abc.net.au/religion,Australians respond to racism by telling #Muslim community #illridewithyou. #sydneysiege #MartinPlace,249,0
279,2dayfm.com.au,The #illridewithyou hashtag is taking off in support of Muslims riding on Sydney transport and it's beautiful:  http://t.co/dD5NOQ87r6,215,0
280,bbc.co.uk/news,WATCH: @nswpolice conference about #sydneysiege http://t.co/pE4IorleXC http://t.co/yj4HxeM3wW,273,0
281,gizmodo.com.au,#IllRideWithYou: Sydney Stands Up To Racism With One Beautiful Hashtag - http://t.co/YyycFFCKbf,120,0
282,minus18.org.au,This is so depressing. Americans respond to #sydneysiege: http://t.co/HIaHn10Dl5,159,0
